Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
1.553514425754547119e+02,6.501388136606212242e+01,0.000000000000000000e+00,5.014600000000000080e+01,4.033200000000000074e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.563552713394165039e+02,6.103269523307301370e+01,0.000000000000000000e+00,5.034199999999999875e+01,4.038100000000000023e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.573439152240753174e+02,6.291759623689650027e+01,0.000000000000000000e+00,5.034199999999999875e+01,4.023400000000000176e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.583480532169342041e+02,5.792996635879920575e+01,0.000000000000000000e+00,5.058599999999999852e+01,4.042999999999999972e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.593355994224548340e+02,5.825245631278499303e+01,0.000000000000000000e+00,5.068399999999999750e+01,4.023400000000000176e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.603394558429718018e+02,5.223212425234708434e+01,0.000000000000000000e+00,5.102499999999999858e+01,4.023400000000000176e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.613276000022888184e+02,5.839282584243623120e+01,0.000000000000000000e+00,5.087899999999999778e+01,4.042999999999999972e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.623313031196594238e+02,5.083085072590902342e+01,0.000000000000000000e+00,5.117199999999999704e+01,4.057600000000000051e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.633192298412322998e+02,5.252280071400498684e+01,0.000000000000000000e+00,5.122099999999999653e+01,4.047899999999999920e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.643227057456970215e+02,4.982949584743224847e+01,0.000000000000000000e+00,5.136699999999999733e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.653105759620666504e+02,5.201005259008511672e+01,0.000000000000000000e+00,5.131799999999999784e+01,4.033200000000000074e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.663146393299102783e+02,4.435452745731242885e+01,0.000000000000000000e+00,5.165999999999999659e+01,4.047899999999999920e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.673026804924011230e+02,4.643704375358664294e+01,0.000000000000000000e+00,5.170900000000000318e+01,4.042999999999999972e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.683069808483123779e+02,4.461421666347482784e+01,0.000000000000000000e+00,5.180700000000000216e+01,4.038100000000000023e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.692946093082427979e+02,4.622890818480364317e+01,0.000000000000000000e+00,5.175800000000000267e+01,4.052700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.702988355159759521e+02,3.751776746098767745e+01,0.000000000000000000e+00,5.214800000000000324e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.712868130207061768e+02,4.097691947889322961e+01,0.000000000000000000e+00,5.214800000000000324e+01,4.047899999999999920e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.722902116775512695e+02,3.167246377255557732e+01,0.000000000000000000e+00,5.258800000000000097e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.732786562442779541e+02,3.853218676445045787e+01,0.000000000000000000e+00,5.244100000000000250e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.742818098068237305e+02,3.359039057647375870e+01,0.000000000000000000e+00,5.258800000000000097e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.752706298828125000e+02,3.553918667874347648e+01,0.000000000000000000e+00,5.253900000000000148e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.762733304500579834e+02,3.060062183086120768e+01,0.000000000000000000e+00,5.273400000000000176e+01,4.072299999999999898e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.772623176574707031e+02,3.100944327014983060e+01,0.000000000000000000e+00,5.278300000000000125e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.782644729614257812e+02,2.699203080863793502e+01,0.000000000000000000e+00,5.297899999999999920e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.792542815208435059e+02,2.835808755846022677e+01,0.000000000000000000e+00,5.297899999999999920e+01,4.077100000000000080e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.802566049098968506e+02,2.382633277777678060e+01,0.000000000000000000e+00,5.317399999999999949e+01,4.077100000000000080e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.812456533908843994e+02,2.713420137273336863e+01,0.000000000000000000e+00,5.307600000000000051e+01,4.072299999999999898e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.822483789920806885e+02,1.961567783948821031e+01,0.000000000000000000e+00,5.336899999999999977e+01,4.072299999999999898e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.832367525100708008e+02,2.087629740747757623e+01,0.000000000000000000e+00,5.341799999999999926e+01,4.082000000000000028e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.842402131557464600e+02,1.969795165523552427e+01,0.000000000000000000e+00,5.346699999999999875e+01,4.082000000000000028e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.852283949851989746e+02,1.850551216448117842e+01,0.000000000000000000e+00,5.351599999999999824e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.862326521873474121e+02,1.633980805069808540e+01,0.000000000000000000e+00,5.361299999999999955e+01,4.086899999999999977e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.872205698490142822e+02,1.856285557388301655e+01,0.000000000000000000e+00,5.351599999999999824e+01,4.062500000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.882246673107147217e+02,9.012506323361584748e+00,0.000000000000000000e+00,5.390599999999999881e+01,4.086899999999999977e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.892125420570373535e+02,1.509162978096372676e+01,0.000000000000000000e+00,5.375999999999999801e+01,4.086899999999999977e+01,5.000000000000000000e+01,2.300000000000000000e+01
